id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,country_name,iso_country,region_name,iso_region,local_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,score,last_updated
#meta +id,#meta +code,#loc +airport +type,#loc +airport +name,#geo +lat,#geo +lon,#geo +elevation +ft,#region +continent +code,#country +name,#country +code +iso2,#adm1 +name,#adm1 +code +iso,#adm1 +code +local,#loc +municipality +name,#status +scheduled,#loc +airport +code +gps,#loc +airport +code +iata,#loc +airport +code +local,#meta +url +airport,#meta +url +wikipedia,#meta +keywords,#meta +score,#date +updated
505334,CA-0822,closed,Spring Creek Airport,49.631061,-110.266171,2731,NA,Canada,CA,Alberta,CA-AB,AB,Elkwater,0,,,,,,,0,2022-12-07T13:11:44+00:00
39895,CCE2,closed,Mount Pleasant Airport,46.599998,-64,,NA,Canada,CA,Prince Edward Island,CA-PE,PE,Ellerslie,0,,,,,https://en.wikipedia.org/wiki/RCAF_Station_Mount_Pleasant,"CCE2, CCE2, CCE2",0,2020-09-28T12:07:42+00:00
320235,CA-0601,closed,Russell Airport,45.292501,-75.3081,230,NA,Canada,CA,Ontario,CA-ON,ON,Embrun,0,,,,,,"PH4, PH4",0,2016-09-11T14:29:16+00:00
320308,CSJ3,heliport,St. Joseph's Hospital Helipad,49.152903,-103.013001,1881,NA,Canada,CA,Saskatchewan,CA-SK,SK,Estevan,0,CSJ3,,CSJ3,,,,0,2016-09-15T15:19:33+00:00
320586,CA-0634,closed,Ethelda Bay Water Aerodrome,53.057,-129.677008,0,NA,Canada,CA,British Columbia,CA-BC,BC,Ethelda Bay,0,,,,,,"AT6, AT6",0,2016-09-29T23:51:44+00:00
320618,CA-0645,closed,Ethelda Bay Coast Guard Heliport,53.0536,-129.680003,33,NA,Canada,CA,British Columbia,CA-BC,BC,Ethelda Bay,0,,,,,,"CWTC, BN2",0,2016-10-02T09:15:03+00:00
320780,CFR3,seaplane_base,Fall River Water Aerodrome,44.7844,-63.6417,122,NA,Canada,CA,Nova Scotia,CA-NS,NS,Fall River,0,CFR3,,CFR3,,https://en.wikipedia.org/wiki/Fall_River_Water_Aerodrome,,0,2016-10-13T16:07:00+00:00
348820,CA-0758,seaplane_base,Ferme-Neuve Seaplane Base,46.69504,-75.46043,702,NA,Canada,CA,Quebec,CA-QC,QC,Ferme-Neuve,0,,,,,,,0,2021-10-15T17:08:00+00:00
320051,CA-0576,closed,Flame Lake Water Aerodrome,47.290002,-83.180002,1453,NA,Canada,CA,Ontario,CA-ON,ON,Flame Lake Lodge,0,,,,,,"NZ5, NZ5",0,2016-09-02T22:46:43+00:00
320876,CFB8,seaplane_base,Foot's Bay Seaplane Base,45.1296,-79.708601,742,NA,Canada,CA,Ontario,CA-ON,ON,Foot's Bay,0,CFB8,,CFB8,,,,0,2016-10-21T12:34:43+00:00
46517,CA-0429,closed,Stevensville Airstrip,42.938894,-79.10006,,NA,Canada,CA,Ontario,CA-ON,ON,Fort Erie,0,,,,,,,0,2022-11-16T14:11:25+00:00
320164,CA-0597,closed,Fort Good Hope Water Aerodrome,66.251502,-128.6497,58,NA,Canada,CA,Northwest Territories,CA-NT,NT,Fort Good Hope,0,,,,,,"EP7, EP7",0,2016-09-08T22:43:26+00:00
39783,CA-0137,closed,Mobil Sierra Airport,58.834113,-121.393175,,NA,Canada,CA,British Columbia,CA-BC,BC,Fort Nelson,0,,,,,,,0,2022-05-14T19:26:28+00:00
316106,CEA8,closed,Brabant Lodge Water Aerodrome,61.059,-116.6005,514,NA,Canada,CA,Northwest Territories,CA-NT,NT,Fort Providence,0,,,,,https://en.wikipedia.org/wiki/Hay_River/Brabant_Lodge_Water_Aerodrome,"EA8, CEA8, CEA8",0,2015-10-31T22:19:33+00:00
316198,CA-0557,closed,Fort Providence Water Aerodrome,61.35,-117.651,470,NA,Canada,CA,Northwest Territories,CA-NT,NT,Fort Providence,0,,,,,https://en.wikipedia.org/wiki/Fort_Providence_Water_Aerodrome,"EX7, CEX7",0,2015-11-04T00:53:28+00:00
320311,CA-0604,heliport,Stuart Lake Hospital Helipad,54.440705,-124.2424,2362,NA,Canada,CA,British Columbia,CA-BC,BC,Fort St. James,0,CFJ2,,CFJ2,,,,0,2016-09-15T18:12:42+00:00
320604,CA-0640,closed,Stuart Lake Water Aerodrome,54.450003,-124.31,2240,NA,Canada,CA,British Columbia,CA-BC,BC,Fort St. James,0,,,,,,"AV6, AV6",0,2016-10-01T14:04:11+00:00
39784,CA-0138,closed,Tompkins Mile 54 Airport,56.29999924,-121,,NA,Canada,CA,British Columbia,CA-BC,BC,Fort St. John,0,,,,,,,0,2008-07-22T22:20:33+00:00
505319,CA-0819,closed,Norbury Lakes Airport,49.53903,-115.47411,2749,NA,Canada,CA,British Columbia,CA-BC,BC,Fort Steele,0,,,,,,,0,2022-12-07T09:56:24+00:00
320520,CA-0625,closed,Fort Vermilion Water Aerodrome,58.407203,-115.973601,817,NA,Canada,CA,Alberta,CA-AB,AB,Fort Vermilion,0,,,,,,"ED8, ED8",0,2016-09-25T20:04:21+00:00
320616,CA-0644,closed,Fort Coulonge Water Aerodrome,45.835,-76.752,345,NA,Canada,CA,Quebec,CA-QC,QC,Fort-Coulonge,0,,,,,,"SD7, SD7",0,2016-10-02T08:30:47+00:00
429976,CA-0807,heliport,François Heliport,47.58167,-56.74581,,NA,Canada,CA,Newfoundland and Labrador,CA-NL,NL,François,0,,,,,,,0,2022-09-19T17:00:32+00:00
39703,CA-0057,closed,Boston Bar Airport,49.98333359,-121.5,1039,NA,Canada,CA,British Columbia,CA-BC,BC,Fraser Canyon,0,,,,,,"AD3, AD3",0,2015-04-03T20:55:19+00:00
315125,SYF,seaplane_base,Silva Bay Seaplane Base,49.15,-123.696,0,NA,Canada,CA,British Columbia,CA-BC,BC,Gabriola Island,0,,SYF,,,,,0,2015-08-06T20:48:33+00:00
336889,CA-0626,heliport,Thousand Islands Helicopter Tours Helipad,44.347171,-76.175423,,NA,Canada,CA,Ontario,CA-ON,ON,Gananoque,0,,,,https://fly1000islands.ca/,,,0,2020-10-19T21:41:35+00:00
39770,CA-0124,closed,East Templeton Airport,45.499401,-75.547401,150,NA,Canada,CA,Quebec,CA-QC,QC,Gatineau,0,,,,,,,0,2019-01-13T12:53:25+00:00
321385,CA-0675,closed,Geraldton Water Aerodrome,49.6963,-86.86,1086,NA,Canada,CA,Ontario,CA-ON,ON,Geraldton,0,,,,,,"NA6, NA6",0,2016-12-04T07:02:28+00:00
39789,CA-0143,closed,Gladman Point DEW Line Station,68.662677,-97.796,8,NA,Canada,CA,Nunavut,CA-NU,NU,Gladman Point,0,,,,,,"CYUR, YUR",0,2022-01-27T16:20:33+00:00
321422,CA-0679,closed,Gogama Airport,47.684536,-81.719822,1145,NA,Canada,CA,Ontario,CA-ON,ON,Gogama,0,,,,,,"PK4, PK4",0,2016-12-06T23:29:51+00:00
39798,CA-0152,closed,Gun Lake Airport,50.897585,-122.837966,,NA,Canada,CA,British Columbia,CA-BC,BC,Gold Bridge,0,,,,,,CBH3,0,2022-12-03T06:37:08+00:00
320316,CGR4,heliport,The Ridge Heliport,49.7832,-126.043701,478,NA,Canada,CA,British Columbia,CA-BC,BC,Gold River,0,CGR4,,CGR4,,,,0,2016-09-16T01:34:00+00:00
349134,CA-0767,heliport,Purcell Heli Skiing Heliport,51.30236,-116.93991,3084,NA,Canada,CA,British Columbia,CA-BC,BC,Golden,0,,,,,,,0,2021-10-25T10:58:15+00:00
317733,YGE,seaplane_base,Gorge Harbour Seaplane Base,50.0994,-125.0235,0,NA,Canada,CA,British Columbia,CA-BC,BC,Gorge Harbour,0,,YGE,,,,,0,2016-04-27T01:37:05+00:00
353838,CYD2,seaplane_base,Yellow Dog Lodge Seaplane Base,62.890556,-113.867778,725,NA,Canada,CA,Northwest Territories,CA-NT,NT,Graham Lake,0,CYD2,,CYD2,https://yellowdoglodge.ca/,https://en.wikipedia.org/wiki/Graham_Lake_(Yellow_Dog_Lodge)_Water_Aerodrome,,0,2022-03-31T23:40:45+00:00
320322,CGF4,heliport,Boundary Hospital Heliport,49.030615,-118.469894,1747,NA,Canada,CA,British Columbia,CA-BC,BC,Grand Forks,0,CGF4,,CGF4,,,,0,2021-12-13T17:21:31+00:00
320779,CA-0663,closed,Riviere-St-Maurice-Aviation-Mauricie-Seaplane-Base,46.654,-72.704,325,NA,Canada,CA,Quebec,CA-QC,QC,Grand-Mére,0,,,,,https://en.wikipedia.org/wiki/Rivi%C3%A8re_Saint-Maurice_(Aviation_Maurice)_Water_Aerodrome,"CMA3, CMA3",0,2016-10-13T15:43:59+00:00
320173,CGP2,heliport,Queen Elizabeth II Hospital Helipad,55.17597,-118.78757,2194,NA,Canada,CA,Alberta,CA-AB,AB,Grande Prairie,0,CGP2,,CGP2,,,,0,2016-09-09T20:55:21+00:00
320826,CYN6,seaplane_base,Gravenhurst/Muskoka Bay Seaplane Base,44.9438,-79.4045,742,NA,Canada,CA,Ontario,CA-ON,ON,Gravenhurst,0,CYN6,,CYN6,,,,0,2016-10-16T01:11:57+00:00
320877,CML4,seaplane_base,Morrison Lake Seaplane Base,44.8705,-79.461,716,NA,Canada,CA,Ontario,CA-ON,ON,Gravenhurst,0,CML4,,CML4,,https://en.wikipedia.org/wiki/Gravenhurst_(Morrison_Lake)_Water_Aerodrome,,0,2016-10-21T13:05:39+00:00
320059,CA-0581,heliport,Green Island Lightstation Helipad,54.56854,-130.70648,3,NA,Canada,CA,British Columbia,CA-BC,BC,Green Island,0,,,AQ2,,,,0,2022-07-08T14:22:40+00:00
320583,CA-0632,closed,Green Lake Water Aerodrome,54.27,-107.795,1493,NA,Canada,CA,Saskatchewan,CA-SK,SK,Green Lake,0,,,,,,"JJ3, JJ3",0,2016-09-29T15:53:26+00:00
39981,CA-0335,closed,Sherman Meadows Airport,54.286708,-119.84329,,NA,Canada,CA,Alberta,CA-AB,AB,Greenview,0,,,,,,,0,2021-02-26T11:21:14+00:00
429977,CA-0808,heliport,Grey River Heliport,47.58933,-57.09913,,NA,Canada,CA,Newfoundland and Labrador,CA-NL,NL,Grey River,0,,,,,,,0,2022-09-19T17:01:06+00:00
317827,CA-0569,closed,Gunnar Airport,59.4092,-108.8543,805,NA,Canada,CA,Saskatchewan,CA-SK,SK,Gunnar Uranium Mine,0,,,,,,,0,2016-05-07T23:05:35+00:00
320323,CGF3,closed,Guliker Field,52.526743,-106.359473,1620,NA,Canada,CA,Saskatchewan,CA-SK,SK,Hague,0,,,,,https://en.wikipedia.org/wiki/Hague/Guliker_Field_Aerodrome,"CGF3, CGF3, CGF3",0,2021-11-02T16:19:25+00:00
349097,CA-0764,seaplane_base,Halfmoon Bay Seaplane Base,49.51056,-123.91295,,NA,Canada,CA,British Columbia,CA-BC,BC,Halfmoon Bay,0,,,,,,,0,2021-10-22T18:03:05+00:00
39800,CA-0154,closed,Halifax (South Battery) Heliport,44.643735,-63.567702,,NA,Canada,CA,Nova Scotia,CA-NS,NS,Halifax,0,,,,,,,0,2021-10-22T17:47:52+00:00
347608,CA-0757,heliport,Musquodoboit Valley Memorial Hospital Heliport,45.04049,-63.14096,112,NA,Canada,CA,Nova Scotia,CA-NS,NS,Halifax,0,,,,,,,0,2021-09-14T15:06:50+00:00
320324,CWD3,heliport,Hamilton/Waterdown Heliport,43.3243,-79.9361,795,NA,Canada,CA,Ontario,CA-ON,ON,Hamilton,0,CWD3,,CWD3,,,,0,2016-09-16T19:41:45+00:00
320174,CHD2,heliport,Hardisty Health Centre Helipad,52.6689,-111.307101,2075,NA,Canada,CA,Alberta,CA-AB,AB,Hardistry,0,CHD2,,CHD2,,,,0,2016-09-09T21:39:35+00:00
342761,CA-0742,heliport,Hartley Bay Heliport,53.4253,-129.25036,,NA,Canada,CA,British Columbia,CA-BC,BC,Hartley Bay,0,,,,,,,0,2021-04-09T01:10:45+00:00
39803,CA-0157,closed,Haskett Airport,49.000521,-97.903311,936,NA,Canada,CA,Manitoba,CA-MB,MB,Haskett,0,,,,,,"CKJ6, KJ6",0,2022-05-22T13:07:02+00:00
320831,CDL5,seaplane_base,Doctor’s Lake East Water Aerodrome,43.8817,-66.0975,13,NA,Canada,CA,Nova Scotia,CA-NS,NS,Hebron,0,CDL5,,CDL5,,https://en.wikipedia.org/wiki/Doctor%27s_Lake_East_Water_Aerodrome,,0,2016-10-16T09:55:58+00:00
506772,CA-0841,seaplane_base,Hakai Passage Water Aerodrome,51.669733,-128.08181,0,NA,Canada,CA,British Columbia,CA-BC,BC,Hecate Island,0,,YHC,,,,,0,2023-02-24T15:42:13+00:00
320716,CA-0660,heliport,Bonilla Island Lightstation Helipad,53.492902,-130.6353,13,NA,Canada,CA,British Columbia,CA-BC,BC,Hecate Strait,0,,,AC7,,,CWVB,0,2016-10-08T15:04:09+00:00
302188,CTS6,heliport,Hespero / Safron Residence Heliport,52.28016,-114.427972,3192,NA,Canada,CA,Alberta,CA-AB,AB,Hespero,0,CTS6,,,,,,0,2022-03-01T13:49:36+00:00
39807,CA-0161,closed,King Ranch Airport,50.59999847,-114.0830002,,NA,Canada,CA,Alberta,CA-AB,AB,High River,0,,,,,,,0,2008-07-22T22:21:01+00:00
320175,CHR2,heliport,High River Hospital Helipad,50.5761,-113.8793,3411,NA,Canada,CA,Alberta,CA-AB,AB,High River,0,CHR2,,CHR2,,,,0,2016-09-09T22:29:14+00:00
355108,CA-0787,balloonport,High River Balloonport,50.59078,-113.87326,3389,NA,Canada,CA,Alberta,CA-AB,AB,High River,0,,,,,,,0,2022-06-21T16:09:07+00:00
337678,CA-0713,heliport,Hinton/Highland Helicopters Heliport,53.40693,-117.57818,,NA,Canada,CA,Alberta,CA-AB,AB,Hinton,0,,,,,,,0,2020-12-13T12:15:04+00:00
337679,CA-0714,heliport,Hinton/Yellowhead Helicopters Heliport,53.35121,-117.66336,,NA,Canada,CA,Alberta,CA-AB,AB,Hinton,0,,,,,,,0,2020-12-13T12:18:29+00:00
320293,CA-0603,closed,Homathko River Airport,50.9501,-124.8848,30,NA,Canada,CA,British Columbia,CA-BC,BC,Homathko River,0,,,,,,"CBS2, CBS2",0,2021-01-14T13:46:04+00:00
325579,CA-0702,closed,Hopewell Airport,45.474036,-62.716645,402,NA,Canada,CA,Nova Scotia,CA-NS,NS,Hopewell,0,,,,,,"CF3, CF3",0,2017-11-23T10:56:40+00:00
39810,CA-0164,closed,Horton River DEW Line Station,70.013725,-126.955109,,NA,Canada,CA,Northwest Territories,CA-NT,NT,Horton River,0,,,,,,,0,2022-01-27T16:15:21+00:00
325139,CA-0698,closed,Dauphinee (Mill) Lake Water Aerodrome,44.647193,-64.09235,243,NA,Canada,CA,Nova Scotia,CA-NS,NS,Hubbards,0,,,,,,"DT4, DT4",0,2017-10-08T22:49:02+00:00
320332,CSF2,closed,Innisfail Hospital Heliport,52.019302,-113.9536,3141,NA,Canada,CA,Alberta,CA-AB,AB,Innisfail,0,,,,,,"CSF2, CSF2, CSF2",0,2020-10-08T18:29:53+00:00
320615,CA-0643,closed,Bowden Airport,51.9832,-114.0115,3104,NA,Canada,CA,Alberta,CA-AB,AB,Innisfail,0,,,,,,,0,2016-10-02T07:57:08+00:00
320459,CA-0617,closed,Iqaluit Water Aerodrome,63.730001,-68.51,,NA,Canada,CA,Nunavut,CA-NU,NU,Iqaluit,0,,,,,,"SF7, SF7",0,2016-09-23T17:18:15+00:00
504773,CA-0818,heliport,Jasper Heliport,52.87763,-118.07371,3461,NA,Canada,CA,Alberta,CA-AB,AB,Jasper,0,,,,,,,0,2022-11-11T10:14:31+00:00
40021,CA-0375,closed,Tabu Airport,47.334221,-65.433718,413,NA,Canada,CA,New Brunswick,CA-NB,NB,Jeanne-Mance,0,,,,,,"CJ2, CJ2",0,2022-03-04T22:14:08+00:00
320333,CKN3,closed,Kahntah Airport,58.041502,-120.9092,1630,NA,Canada,CA,British Columbia,CA-BC,BC,Kahntah,0,,,,,https://en.wikipedia.org/wiki/Kahntah_Aerodrome,"CKN3, CKN3, CKN3",0,2016-09-17T04:00:46+00:00
39823,CA-0177,closed,Kakwa Airport,54.420713,-118.982128,4013,NA,Canada,CA,Alberta,CA-AB,AB,Kakwa,0,,,,,,"FA6, FA6",0,2016-10-30T06:36:45+00:00
429872,CA-0801,heliport,Kamloops RCMP Helipad,50.655236,-120.366222,,NA,Canada,CA,British Columbia,CA-BC,BC,Kamloops,0,,,,,,,0,2022-09-18T03:21:30+00:00
429873,CA-0802,heliport,Kamloops RCMP Helipad,50.655236,-120.366222,,NA,Canada,CA,British Columbia,CA-BC,BC,Kamloops,0,,,,,,,0,2022-09-18T03:21:34+00:00
429874,CA-0803,heliport,Kamloops RCMP Helipad,50.655236,-120.366222,,NA,Canada,CA,British Columbia,CA-BC,BC,Kamloops,0,,,,,,,0,2022-09-18T03:21:38+00:00
506117,CA-0838,heliport,Gaglardi Tower (Royal Inland Hospital) Heliport,50.670082,-120.333821,,NA,Canada,CA,British Columbia,CA-BC,BC,Kamloops,0,,,,,,,0,2023-01-16T18:55:00+00:00
345967,CA-0749,heliport,Mount Shark Heliport,50.86053,-115.36601,5932,NA,Canada,CA,Alberta,CA-AB,AB,Kananaskis,0,,,,,,,0,2021-06-29T11:00:53+00:00
320335,CKP7,heliport,Sensenbrenner Hospital Heliport,49.4264,-82.426501,725,NA,Canada,CA,Ontario,CA-ON,ON,Kapuskasing,0,CKP7,,CKP7,,,,0,2016-09-17T08:55:04+00:00
39825,CA-0179,closed,Kaybob South Airport,54.11666489,-116.6166687,3300,NA,Canada,CA,Alberta,CA-AB,AB,Kaybob South Gas Plant,0,,,,,,"EB4, EB4",0,2015-11-01T05:28:36+00:00
320337,CRG2,heliport,Argus Heliport,49.9616,-119.445801,1894,NA,Canada,CA,British Columbia,CA-BC,BC,Kelowna,0,CRG2,,CRG2,,,,0,2016-09-17T09:45:16+00:00
320338,CKH9,heliport,Kelowna General Hospital Helipad,49.8743,-119.4924,1180,NA,Canada,CA,British Columbia,CA-BC,BC,Kelowna,0,CKH9,,CKH9,https://en.wikipedia.org/wiki/Kelowna_General_Hospital,,,0,2016-09-17T10:10:53+00:00
320605,CA-0641,closed,Kemano Bay Water Aerodrome,53.480001,-128.13,0,NA,Canada,CA,British Columbia,CA-BC,BC,Kemano,0,,,,,,"AM7, AM7",0,2016-10-01T15:59:58+00:00
320819,CKS2,seaplane_base,Kennisis Lake Seaplane Base,45.234,-78.622,1227,NA,Canada,CA,Ontario,CA-ON,ON,Kennisis Lake,0,CKS2,,CKS2,,https://en.wikipedia.org/wiki/Kennisis_Lake_Water_Aerodrome,,0,2016-10-15T22:27:44+00:00
321910,CKY4,seaplane_base,Killarney (Killarney Mountain Lodge) Seaplane Base,45.96882,-81.507547,570,NA,Canada,CA,Ontario,CA-ON,ON,Killarney,0,CKY4,,CKY4,,https://en.wikipedia.org/wiki/Killarney_(Killarney_Mountain_Lodge)_Water_Aerodrome,,0,2017-01-21T05:16:33+00:00
39835,CA-0189,closed,Kimsquit Airport,52.883175,-127.089758,75,NA,Canada,CA,British Columbia,CA-BC,BC,Kimsquit Valley,0,,,,,,,0,2022-07-07T14:18:02+00:00
44472,CA-0312,closed,Kingston Airfield,44.251099,-76.503403,,NA,Canada,CA,Ontario,CA-ON,ON,Kingston,0,,,,,https://en.wikipedia.org/wiki/Kingston_Airfield,,0,2016-03-02T10:27:26+00:00
301224,CA-0510,seaplane_base,Balsam Lake Seaplane Base,44.54063,-78.893096,850,NA,Canada,CA,Ontario,CA-ON,ON,Kirkfield,0,CKW7,,CKW7,,https://en.wikipedia.org/wiki/Kirkfield/Balsam_Lake_Seaplane_Base,,0,2017-01-22T13:11:40+00:00
342760,CA-0741,heliport,Kitkatla Heliport,53.79515,-130.42563,,NA,Canada,CA,British Columbia,CA-BC,BC,Kitkatla,0,,,,,,,0,2021-04-09T01:09:31+00:00
39838,CA-0192,closed,Kivitoo DEW Line Station,67.932816,-64.869204,,NA,Canada,CA,Nunavut,CA-NU,NU,Kivitoo,0,,,,,,,0,2022-01-27T16:49:30+00:00
308529,YKT,seaplane_base,Klemtu Water Aerodrome,52.60763455,-128.5217571,0,NA,Canada,CA,British Columbia,CA-BC,BC,Klemtu,0,,YKT,,,,,0,2013-04-22T05:55:27+00:00
39842,CA-0196,closed,Komakuk Beach DEW Line Station,69.596348,-140.172507,45,NA,Canada,CA,Yukon,CA-YT,YT,Komakuk Beach,0,,,,,"https://en.wikipedia.org/wiki/Komakuk_Beach,_Yukon",CYAJ,0,2022-08-26T06:47:15+00:00
324910,CA-0685,closed,Kuujjuaq Water Aerodrome,58.085,-68.4,3,NA,Canada,CA,Quebec,CA-QC,QC,Kuujjuaq,0,,,,,,"SQ7, SQ7",0,2017-09-09T08:34:27+00:00
429974,CA-0805,heliport,La Cormorandière Heliport,47.28771,-61.68914,,NA,Canada,CA,Quebec,CA-QC,QC,L'Île-d’Entrée,0,,,,,,,0,2022-09-19T16:54:21+00:00
324911,CA-0686,closed,La Romaine Water Aerodrome,50.21,-60.675,0,NA,Canada,CA,Quebec,CA-QC,QC,La Romaine,0,,,,,,"SQ8, SQ8",0,2017-09-09T09:01:12+00:00
320820,CLL3,seaplane_base,Lac Lamothe Water Aerodrome,48.739403,-71.1383,975,NA,Canada,CA,Quebec,CA-QC,QC,Lac Lamothe,0,CLL3,,CLL3,,,,0,2016-10-15T23:33:45+00:00
39900,CA-0254,closed,Mégantic Airport,45.588055,-70.871665,1500,NA,Canada,CA,Quebec,CA-QC,QC,Lac-Mégantic,0,,,,,,"SL4, SL4",0,2016-09-25T12:56:41+00:00
39847,CA-0201,closed,Lady Franklin Point DEW Line Station,68.475313,-113.224411,5,NA,Canada,CA,Nunavut,CA-NU,NU,Lady Franklin Point,0,,,,,,"CYUJ, CYUJ, YUJ",0,2022-01-27T16:18:17+00:00
320797,CBB3,seaplane_base,Lake Muskoka/Boyd Bay Seaplane Base,45.0505,-79.409002,742,NA,Canada,CA,Ontario,CA-ON,ON,Lake Muskoka,0,CBB3,,CBB3,,,,0,2016-10-14T10:04:00+00:00
320801,CLM6,seaplane_base,Miller Island Seaplane Base,44.9922,-79.465401,742,NA,Canada,CA,Ontario,CA-ON,ON,Lake Muskoka,0,CLM6,,CLM6,,,,0,2016-10-14T10:49:03+00:00
320802,CLM5,seaplane_base,Lake Muskoka South Seaplane Base,44.966101,-79.4298,742,NA,Canada,CA,Ontario,CA-ON,ON,Lake Muskoka,0,CLM5,,CLM5,,https://en.wikipedia.org/wiki/Lake_Muskoka_South_Water_Aerodrome,,0,2016-10-14T11:06:16+00:00
320817,CLR2,seaplane_base,Lake Rosseau/John's Bay Seaplane Base,45.170104,-79.5975,742,NA,Canada,CA,Ontario,CA-ON,ON,Lake Rosseau,0,CLR2,,CLR2,,,,0,2016-10-15T20:58:02+00:00
320832,CDL6,seaplane_base,Doctor's Lake West Water Aerodrome,43.8836,-66.1028,13,NA,Canada,CA,Nova Scotia,CA-NS,NS,Lakeside,0,CDL6,,CDL6,,https://en.wikipedia.org/wiki/Doctor%27s_Lake_West_Water_Aerodrome,,0,2016-10-16T10:08:07+00:00
39849,CA-0203,closed,Lambert Creek Tower Airport,58.033333,-114.133331,1008,NA,Canada,CA,Alberta,CA-AB,AB,Lambert Creek,0,,,,,,"FL4, FL4",0,2016-09-15T17:00:30+00:00
320340,CLM4,heliport,Lamont Health Care Centre Heliport,53.7636,-112.7877,2126,NA,Canada,CA,Alberta,CA-AB,AB,Lamont,0,CLM4,,CLM4,,,,0,2016-09-17T11:44:43+00:00
40013,CA-0367,closed,Strathmore (Duke) Airport,51.014512,-113.629677,,NA,Canada,CA,Alberta,CA-AB,AB,Langdon,0,,,,,,"CFZ6, FZ6",0,2022-03-04T15:13:36+00:00
342759,CA-0740,heliport,Lax Kw'alaams Heliport,54.55985,-130.42957,,NA,Canada,CA,British Columbia,CA-BC,BC,Lax Kw'alaams,0,,,,,,,0,2021-04-09T01:14:42+00:00
46526,CLD2,heliport,Edmonton / Leduc Heliport,53.253172,-113.542599,2411,NA,Canada,CA,Alberta,CA-AB,AB,Leduc,0,CLD2,,CLD2,,,,0,2016-09-07T22:46:03+00:00
319306,CA-0574,closed,Les Cèdres Water Aerodrome,45.306001,-74.058008,115,NA,Canada,CA,Quebec,CA-QC,QC,Les Cèdres,0,,,,,,"SU8, SU8",0,2016-07-02T20:14:47+00:00
325588,CA-0705,closed,Havre Aubert Airport,47.223818,-61.828659,24,NA,Canada,CA,Quebec,CA-QC,QC,Les Îles-de-la-Madeleine,0,,,,,,,0,2022-09-19T16:55:03+00:00
302189,cwp3,heliport,Leslieville / W. Pidhirney Residence Heliport,52.359274,-114.571347,3130,NA,Canada,CA,Alberta,CA-AB,AB,Leslieville,0,CWP3,,,,,,0,2022-03-01T13:47:14+00:00
320526,CA-0628,closed,Little Grand Rapids Water Aerodrome,52.036,-95.47,965,NA,Canada,CA,Manitoba,CA-MB,MB,Little Grand Rapids,0,,,,,,"KB3, KB3",0,2016-09-26T00:08:41+00:00
39856,CA-0210,closed,Lodgepole Airport,53.088878,-115.295778,,NA,Canada,CA,Alberta,CA-AB,AB,Lodgepole,0,,,,,,,0,2021-02-18T17:17:57+00:00
39857,CA-0211,closed,Longstaff Bluff DEW Line Station,68.932,-75.282,20,NA,Canada,CA,Nunavut,CA-NU,NU,Longstaff Bluff,0,,,,,,"CYUV, YUV",0,2022-01-27T16:37:39+00:00
320517,CA-0622,closed,Longstaff Bluff Water Aerodrome,68.91,-75.27,,NA,Canada,CA,Nunavut,CA-NU,NU,Longstaff Bluff,0,,,,,,"SV8, SV8",0,2016-09-25T15:30:11+00:00
320597,CA-0638,closed,Louisville/Cascades Heliport,46.259103,-72.9511,36,NA,Canada,CA,Quebec,CA-QC,QC,Louisville,0,,,,,,CSM7,0,2016-10-01T06:36:58+00:00
347516,CA-0754,closed,Cape Harrison Airstrip,54.769627,-58.436923,181,NA,Canada,CA,Newfoundland and Labrador,CA-NL,NL,Lucyville,0,,,,,,,0,2022-08-16T10:36:16+00:00
39859,CA-0213,closed,Lupin Airport,65.76667023,-111.25,1608,NA,Canada,CA,Nunavut,CA-NU,NU,Lupin Mine,0,,,,,https://en.wikipedia.org/wiki/Lupin_Airport,"CYWO, CYWO, YWO",0,2011-11-12T23:17:55+00:00
39860,CA-0214,closed,Lytton Airport,50.245,-121.5683,930,NA,Canada,CA,British Columbia,CA-BC,BC,Lytton,0,,,,,,"YLY, CYLY",0,2015-10-10T05:30:32+00:00
39862,CA-0216,closed,Mackar Inlet DEW Line Station,68.342732,-85.73971,65,NA,Canada,CA,Nunavut,CA-NU,NU,Mackar Inlet,0,,,,,,"YUU, YUU",0,2022-01-27T16:29:08+00:00
314218,CA-0544,closed,Morfee Lakes Water Aerodrome,55.35,-123.08,2365,NA,Canada,CA,British Columbia,CA-BC,BC,Mackenzie,0,,,,,,"AZ7, AZ7",0,2015-04-03T00:31:11+00:00
349098,CA-0765,seaplane_base,Earls Cove Seaplane Base,49.75353,-124.00871,,NA,Canada,CA,British Columbia,CA-BC,BC,Madeira Park,0,,,,,,,0,2021-10-22T18:05:15+00:00
325581,CA-0703,closed,RCAF Maitland,45.324905,-63.53312,89,NA,Canada,CA,Nova Scotia,CA-NS,NS,Maitland,0,,,,,,,0,2017-11-23T11:53:38+00:00
320666,CA-0652,closed,Malartic Airport,48.1551,-78.1412,1054,NA,Canada,CA,Quebec,CA-QC,QC,Malartic,0,,,,,,"SB2, SB2",0,2016-10-06T22:12:01+00:00
505372,CA-0832,closed,Manyberries Airport,49.40411,-110.69614,3051,NA,Canada,CA,Alberta,CA-AB,AB,Manyberries,0,,,,,,,0,2022-12-09T16:00:56+00:00
